Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2023","2023","°c","2.316","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1961","1961","°c","-0.134","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1962","1962","°c","-0.109","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1963","1963","°c","-0.126","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1964","1964","°c","0.047","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1965","1965","°c","-0.363","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1966","1966","°c","0.225","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1967","1967","°c","-0.05","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1968","1968","°c","-0.293","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1969","1969","°c","0.173","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1970","1970","°c","0.13","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1971","1971","°c","0.108","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1972","1972","°c","-0.226","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1973","1973","°c","0.734","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1974","1974","°c","-0.099","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1975","1975","°c","-0.282","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1976","1976","°c","-0.222","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1977","1977","°c","0.071","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1978","1978","°c","0.144","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1979","1979","°c","-0.108","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1980","1980","°c","0.119","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1981","1981","°c","0.213","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1982","1982","°c","0.064","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1983","1983","°c","0.526","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1984","1984","°c","0.404","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1985","1985","°c","0.033","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1986","1986","°c","0.183","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1987","1987","°c","0.494","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1988","1988","°c","0.781","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1989","1989","°c","0.154","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1990","1990","°c","0.279","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1991","1991","°c","0.498","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1992","1992","°c","0.471","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1993","1993","°c","0.209","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1994","1994","°c","0.518","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1995","1995","°c","0.762","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1996","1996","°c","0.638","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1997","1997","°c","0.517","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1998","1998","°c","1.447","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","1999","1999","°c","0.731","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2000","2000","°c","0.444","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2001","2001","°c","0.585","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2002","2002","°c","0.565","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2003","2003","°c","1.098","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2004","2004","°c","0.802","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2005","2005","°c","1.094","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2006","2006","°c","0.887","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2007","2007","°c","1.031","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2008","2008","°c","0.555","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2009","2009","°c","0.633","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2010","2010","°c","1.158","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2011","2011","°c","0.732","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2012","2012","°c","0.615","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2013","2013","°c","1.067","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2014","2014","°c","0.983","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2015","2015","°c","1.156","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2016","2016","°c","1.799","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2017","2017","°c","1.182","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2018","2018","°c","0.959","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2019","2019","°c","1.28","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2020","2020","°c","1.267","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2021","2021","°c","1.019","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2022","2022","°c","1.048","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7016","Dec–Jan–Feb","2023","2023","°c","0.668","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1961","1961","°c","0.18","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1962","1962","°c","-0.138","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1963","1963","°c","-0.013","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1964","1964","°c","-0.029","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1965","1965","°c","-0.287","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1966","1966","°c","0.028","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1967","1967","°c","0.064","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1968","1968","°c","-0.918","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1969","1969","°c","0.517","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1970","1970","°c","0.432","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1971","1971","°c","-0.208","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1972","1972","°c","-0.016","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1973","1973","°c","0.649","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1974","1974","°c","-0.126","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1975","1975","°c","-0.038","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1976","1976","°c","-0.165","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1977","1977","°c","0.105","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1978","1978","°c","-0.031","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1979","1979","°c","-0.03","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1980","1980","°c","0.604","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1981","1981","°c","0.477","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1982","1982","°c","0.075","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1983","1983","°c","0.886","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1984","1984","°c","0.433","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1985","1985","°c","0.363","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1986","1986","°c","0.618","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1987","1987","°c","0.597","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1988","1988","°c","0.747","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1989","1989","°c","0.229","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1990","1990","°c","0.84","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1991","1991","°c","0.65","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1992","1992","°c","0.77","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1993","1993","°c","0.765","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1994","1994","°c","0.669","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1995","1995","°c","0.641","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1996","1996","°c","0.677","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1997","1997","°c","0.185","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1998","1998","°c","1.441","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","1999","1999","°c","0.42","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2000","2000","°c","0.438","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2001","2001","°c","0.905","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2002","2002","°c","1.328","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2003","2003","°c","0.921","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2004","2004","°c","0.78","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2005","2005","°c","1.208","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2006","2006","°c","0.553","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2007","2007","°c","0.939","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2008","2008","°c","0.423","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2009","2009","°c","0.907","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2010","2010","°c","1.293","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2011","2011","°c","0.673","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2012","2012","°c","0.988","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2013","2013","°c","0.962","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2014","2014","°c","0.969","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2015","2015","°c","1.203","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2016","2016","°c","1.666","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2017","2017","°c","1.404","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2018","2018","°c","1.281","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2019","2019","°c","1.592","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2020","2020","°c","1.111","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2021","2021","°c","0.84","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2022","2022","°c","0.81","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7017","Mar–Apr–May","2023","2023","°c","1.136","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1961","1961","°c","0.082","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1962","1962","°c","-0.509","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1963","1963","°c","0.018","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1964","1964","°c","-0.419","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1965","1965","°c","0.183","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1966","1966","°c","-0.009","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1967","1967","°c","0.07","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1968","1968","°c","-0.335","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1969","1969","°c","0.297","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1970","1970","°c","0.08","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1971","1971","°c","-0.038","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1972","1972","°c","0.347","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1973","1973","°c","0.396","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1974","1974","°c","-0.261","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1975","1975","°c","-0.223","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1976","1976","°c","-0.037","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1977","1977","°c","0.606","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1978","1978","°c","-0.027","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1979","1979","°c","0.048","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1980","1980","°c","0.429","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1981","1981","°c","-0.092","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1982","1982","°c","0.679","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1983","1983","°c","0.414","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1984","1984","°c","0.232","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1985","1985","°c","-0.217","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1986","1986","°c","0.345","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1987","1987","°c","0.923","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1988","1988","°c","-0.063","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1989","1989","°c","0.193","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1990","1990","°c","0.254","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1991","1991","°c","0.403","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1992","1992","°c","0.475","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1993","1993","°c","0.46","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1994","1994","°c","0.51","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1995","1995","°c","1.145","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1996","1996","°c","0.321","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1997","1997","°c","0.821","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1998","1998","°c","1.364","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","1999","1999","°c","0.652","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2000","2000","°c","0.601","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2001","2001","°c","0.85","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2002","2002","°c","1.271","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2003","2003","°c","1.028","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2004","2004","°c","0.697","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2005","2005","°c","1.289","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2006","2006","°c","1.124","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2007","2007","°c","0.831","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2008","2008","°c","0.985","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2009","2009","°c","0.886","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2010","2010","°c","1.062","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2011","2011","°c","1.205","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2012","2012","°c","1.179","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2013","2013","°c","0.967","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2014","2014","°c","1.303","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2015","2015","°c","1.862","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2016","2016","°c","1.449","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2017","2017","°c","1.535","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2018","2018","°c","0.972","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2019","2019","°c","1.516","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2020","2020","°c","1.605","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2021","2021","°c","1.159","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2022","2022","°c","1.291","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7018","Jun–Jul–Aug","2023","2023","°c","2.018","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1961","1961","°c","0.529","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1962","1962","°c","-0.048","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1963","1963","°c","0.757","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1964","1964","°c","-0.553","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1965","1965","°c","0.107","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1966","1966","°c","-0.138","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1967","1967","°c","0.099","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1968","1968","°c","-0.085","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1969","1969","°c","0.288","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1970","1970","°c","-0.179","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1971","1971","°c","-0.466","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1972","1972","°c","0.244","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1973","1973","°c","-0.138","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1974","1974","°c","-0.287","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1975","1975","°c","-0.048","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1976","1976","°c","-0.344","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1977","1977","°c","0.242","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1978","1978","°c","0.014","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1979","1979","°c","0.035","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1980","1980","°c","0.045","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1981","1981","°c","0.132","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1982","1982","°c","0.258","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1983","1983","°c","0.067","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1984","1984","°c","0.127","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7019","Sep–Oct–Nov","1985","1985","°c","0.268","E","Estimated value"
